Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;6403;5853;6953;100,0;30;30;0;2;100,0;Totalt i retning Larseng;6176;226;94;96;27;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;12898;11791;14005;100,0;30;30;0;2;100,0;Totalt;12307;588;243;197;132;16;16;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7030;6537;7523;100,0;31;31;0;2;100,0;1;6728;300;121;141;32;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7132;6608;7656;100,0;31;31;0;1;100,0;2;6692;439;173;143;114;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7133;6608;7658;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;6693;439;173;143;114;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7029;6536;7522;100,0;31;31;0;2;100,0;Totalt i retning Larseng;6727;300;121;141;32;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;14162;13145;15179;100,0;31;31;0;3;100,0;Totalt;13420;739;294;284;146;16;16;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7376;6943;7809;100,0;30;30;0;5;99,9;1;6973;398;156;193;39;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7515;7052;7978;100,0;30;30;0;3;100,0;2;6971;541;209;201;119;11;11;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7514;7051;7977;100,0;30;30;0;4;99,9;Totalt i retning Tromsø;6970;540;209;201;119;11;11;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7377;6944;7810;100,0;30;30;0;4;99,9;Totalt i retning Larseng;6974;398;156;193;40;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;14891;13997;15785;100,0;30;30;0;8;99,9;Totalt;13944;939;366;394;159;20;20;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5677;5365;5989;100,0;31;31;0;3;99,9;1;5366;308;121;154;28;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5802;5466;6138;100,0;31;31;0;3;99,9;2;5398;401;154;158;82;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5800;5464;6136;100,0;31;31;0;2;100,0;Totalt i retning Tromsø;5396;401;154;158;82;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5678;5366;5990;100,0;31;31;0;3;99,9;Totalt i retning Larseng;5367;308;121;154;28;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;11478;10833;12123;100,0;31;31;0;5;100,0;Totalt;10763;710;275;312;109;13;13;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6857;6450;7264;100,0;31;31;0;3;100,0;1;6522;332;120;170;35;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6963;6539;7387;100,0;31;31;0;1;100,0;2;6528;434;153;173;99;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6963;6539;7387;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;6528;434;153;173;99;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6857;6450;7264;100,0;31;31;0;3;100,0;Totalt i retning Larseng;6522;332;120;170;35;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;13821;12990;14652;100,0;31;31;0;5;100,0;Totalt;13050;766;273;343;134;16;16;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7228;6857;7599;100,0;30;30;0;10;99,9;1;6864;354;119;180;45;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7349;6954;7744;100,0;30;30;0;1;100,0;2;6876;472;146;183;130;12;12;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7348;6953;7743;100,0;30;30;0;0;100,0;Totalt i retning Tromsø;6876;472;146;183;130;12;12;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7229;6858;7600;100,0;30;30;0;10;99,9;Totalt i retning Larseng;6865;354;119;180;45;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;14577;13812;15342;100,0;30;30;0;10;99,9;Totalt;13741;826;266;363;176;22;22;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6797;6396;7198;90,3;31;28;3;5;99,9;1;6493;298;108;142;40;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6894;6478;7310;90,3;31;28;3;1;100,0;2;6477;415;135;144;125;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6894;6478;7310;90,3;31;28;3;2;100,0;Totalt i retning Tromsø;6477;415;135;144;125;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6797;6396;7198;90,3;31;28;3;5;99,9;Totalt i retning Larseng;6494;298;108;142;40;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;13691;12874;14508;90,3;31;28;3;7;99,9;Totalt;12971;714;243;286;165;19;19;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6714;6343;7085;100,0;30;30;0;4;99,9;1;6457;253;100;110;36;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6814;6427;7201;100,0;30;30;0;1;100,0;2;6442;371;130;110;123;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6814;6426;7202;100,0;30;30;0;1;100,0;Totalt i retning Tromsø;6442;371;130;110;123;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6714;6344;7084;100,0;30;30;0;3;100,0;Totalt i retning Larseng;6458;253;100;110;36;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;13528;12770;14286;100,0;30;30;0;5;100,0;Totalt;12900;624;230;220;159;15;15;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6369;5861;6877;100,0;31;31;0;3;100,0;1;6165;201;80;88;28;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6456;5927;6985;100,0;31;31;0;0;100,0;2;6147;309;108;90;107;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6456;5927;6985;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;6147;309;108;90;107;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6370;5862;6878;100,0;31;31;0;4;99,9;Totalt i retning Larseng;6165;201;80;88;28;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;12826;11789;13863;100,0;31;31;0;4;100,0;Totalt;12312;509;188;177;136;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5780;5425;6135;100,0;31;31;0;7;99,9;1;5563;210;86;90;30;5;5;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5878;5514;6242;100,0;31;31;0;1;100,0;2;5555;322;107;91;120;5;5;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5877;5513;6241;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;5554;322;107;91;119;5;5;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5781;5426;6136;100,0;31;31;0;7;99,9;Totalt i retning Larseng;5564;210;86;90;30;5;5;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;11658;10939;12377;100,0;31;31;0;8;99,9;Totalt;11118;533;192;181;149;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6026;5611;6441;100,0;28;28;0;4;99,9;1;5802;220;91;91;33;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6121;5691;6551;100,0;28;28;0;1;100,0;2;5788;332;112;91;123;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6120;5689;6551;100,0;28;28;0;0;100,0;Totalt i retning Tromsø;5788;332;112;91;123;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6026;5611;6441;100,0;28;28;0;3;100,0;Totalt i retning Larseng;5803;220;91;91;33;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;12146;11301;12991;100,0;28;28;0;3;100,0;Totalt;11590;552;202;182;155;12;12;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6193;5857;6529;100,0;31;31;0;5;99,9;1;5944;244;94;108;35;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6289;5943;6635;100,0;31;31;0;2;100,0;2;5928;360;118;109;125;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6288;5942;6634;100,0;31;31;0;2;100,0;Totalt i retning Tromsø;5926;360;118;109;125;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6195;5859;6531;100,0;31;31;0;5;99,9;Totalt i retning Larseng;5946;244;94;108;35;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;12482;11801;13163;100,0;31;31;0;6;100,0;Totalt;11872;604;213;217;161;13;13;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5850;5328;6372;100,0;30;30;0;0;100,0;1;5649;200;78;89;27;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5935;5403;6467;100,0;30;30;0;1;100,0;2;5638;297;95;89;106;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5934;5402;6466;100,0;30;30;0;0;100,0;Totalt i retning Tromsø;5637;297;95;89;106;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5851;5329;6373;100,0;30;30;0;1;100,0;Totalt i retning Larseng;5650;200;78;89;27;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;11785;10731;12839;100,0;30;30;0;1;100,0;Totalt;11287;497;173;178;134;12;12;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;654;531;777;100,0;31;31;0;1;99,8;1;607;46;39;6;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4411;3955;4867;100,0;31;31;0;1;100,0;3;3986;423;150;128;73;73;69;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2;1;3;100,0;31;31;0;1;50,0;Totalt i retning Tromsøya;1;1;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5063;4487;5639;100,0;31;31;0;1;100,0;Totalt i retning Tomasjord;4593;469;188;134;73;74;70;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5064;4488;5640;100,0;31;31;0;1;100,0;Totalt;4593;470;189;134;73;74;70;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;899;574;1224;100,0;28;28;0;0;100,0;1;830;69;52;11;3;4;4;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4740;4196;5284;100,0;28;28;0;1;100,0;3;4292;447;151;135;82;80;75;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;0;0;0;100,0;28;28;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5638;5063;6213;100,0;28;28;0;0;100,0;Totalt i retning Tomasjord;5122;516;203;146;84;83;78;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5639;5064;6214;100,0;28;28;0;1;100,0;Totalt;5122;516;203;146;84;83;78;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;775;644;906;100,0;31;31;0;1;99,9;1;720;54;44;8;1;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;4937;4507;5367;100,0;31;31;0;1;100,0;3;4464;472;163;139;85;85;80;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1;0;2;100,0;31;31;0;0;100,0;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5711;5156;6266;100,0;31;31;0;1;100,0;Totalt i retning Tomasjord;5184;526;207;147;87;86;81;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5711;5155;6267;100,0;31;31;0;0;100,0;Totalt;5184;526;207;147;87;86;81;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;662;494;830;100,0;30;30;0;0;100,0;1;617;45;37;6;1;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;4468;3894;5042;100,0;30;30;0;0;100,0;3;4052;415;139;128;74;74;69;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;0;0;0;100,0;30;30;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5130;4412;5848;100,0;30;30;0;0;100,0;Totalt i retning Tomasjord;4669;460;175;134;76;75;70;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5130;4412;5848;100,0;30;30;0;0;100,0;Totalt;4669;460;175;134;76;75;70;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;922;626;1218;100,0;31;31;0;1;99,9;1;846;75;52;16;3;4;4;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;4671;4170;5172;100,0;31;31;0;1;100,0;3;4187;482;151;164;81;85;80;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;2;0;4;100,0;31;31;0;0;100,0;Totalt i retning Tromsøya;0;1;0;1;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5590;4945;6235;100,0;31;31;0;1;100,0;Totalt i retning Tomasjord;5033;556;202;179;84;91;85;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5592;4946;6238;100,0;31;31;0;1;100,0;Totalt;5033;557;202;180;84;91;85;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;1015;733;1297;100,0;30;30;0;1;99,9;1;932;83;57;19;3;3;3;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5138;4602;5674;100,0;30;30;0;0;100,0;3;4525;613;195;225;94;98;93;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;0;-1;1;100,0;30;30;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;6152;5443;6861;100,0;30;30;0;0;100,0;Totalt i retning Tomasjord;5456;696;252;245;98;102;96;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;6153;5444;6862;100,0;30;30;0;1;100,0;Totalt;5457;696;252;245;98;102;96;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;385;317;453;100,0;31;31;0;0;100,0;1;355;30;23;6;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3592;3252;3932;100,0;31;31;0;0;100,0;3;3170;422;138;156;57;70;65;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;0;0;0;100,0;31;31;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3977;3570;4384;100,0;31;31;0;0;100,0;Totalt i retning Tomasjord;3525;452;161;162;58;71;66;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3977;3570;4384;100,0;31;31;0;0;100,0;Totalt;3525;452;161;162;58;71;66;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;753;611;895;100,0;31;31;0;0;100,0;1;693;60;42;14;1;2;2;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;4641;4190;5092;100,0;31;31;0;0;100,0;3;4114;526;172;196;72;86;81;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;0;0;0;100,0;31;31;0;0;-;Totalt i retning Tromsøya;-;-;-;-;-;-;-;-
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;5394;4817;5971;100,0;31;31;0;0;100,0;Totalt i retning Tomasjord;4808;586;214;211;73;88;83;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;5394;4817;5971;100,0;31;31;0;0;100,0;Totalt;4808;586;214;211;73;88;83;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;828;691;965;100,0;30;30;0;0;100,0;1;772;55;43;10;1;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;5067;4615;5519;100,0;30;30;0;1;100,0;3;4482;585;200;207;87;91;86;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;0;0;0;100,0;30;30;0;0;-;Totalt i retning Tromsøya;-;-;-;-;-;-;-;-
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;5894;5307;6481;100,0;30;30;0;0;100,0;Totalt i retning Tomasjord;5254;640;243;217;88;91;86;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;5894;5307;6481;100,0;30;30;0;0;100,0;Totalt;5254;640;243;217;88;91;86;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;871;637;1105;100,0;31;31;0;1;99,9;1;801;70;51;14;2;2;2;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;4697;4248;5146;100,0;31;31;0;1;100,0;3;4194;501;163;176;79;84;79;5
